,data,Inv_CINEMA,Impr_CINEMA,Inv_CONNECTEDTV,Impr_CONNECTEDTV,Inv_DISPLAY,Impr_DISPLAY,Inv_OOH,Impr_OOH,Inv_OPENTV,Impr_OPENTV,Inv_PAIDTV,Impr_PAIDTV,Inv_PROGRAMATICA,Impr_PROGRAMATICA,Inv_RADIO,Impr_RADIO,Inv_REVISTA,Impr_REVISTA,Inv_SEARCH,Impr_SEARCH,Inv_SOCIAL,Impr_SOCIAL,Inv_YOUTUBE,Impr_YOUTUBE,ipca,desemprego,indice_confianca_consumidor,leads
538,2024-06-22,0,0,"9,700.77",189292,"94,470.46",11543046,0,0,0.00,0,"105,904.91",0,"62,436.66",5976889,0,0,0.00,0,"90,355.54",189380,"65,980.37",5896824,0,0,-0.0008,0.069,127.05,196
539,2024-06-23,0,0,"9,556.22",138795,"83,019.80",11379110,0,0,0.00,0,"125,929.78",0,"59,090.65",6270095,0,0,0.00,0,"87,662.27",203703,"68,306.15",6549131,0,0,-0.0008,0.069,127.05,235
540,2024-06-24,0,0,"9,283.41",134661,"96,203.38",15688011,0,0,0.00,0,"97,828.04",0,"54,854.75",7240372,0,0,0.00,0,"94,091.20",205038,"65,836.16",8508646,0,0,-0.0008,0.069,127.05,307
541,2024-06-25,0,0,"8,495.85",124280,"91,837.34",13142060,0,0,0.00,0,"97,828.04",0,"57,085.89",7156999,0,0,0.00,0,"91,015.49",185391,"70,433.75",7903180,0,0,-0.0008,0.069,127.05,304
542,2024-06-26,0,0,"33,041.89",418111,"88,062.34",11813093,0,0,0.00,0,"117,655.50",0,"70,135.66",7373912,0,0,0.00,0,"91,216.09",186582,"67,339.22",6375970,0,0,-0.0008,0.069,127.05,277
543,2024-06-27,0,0,"11,370.76",145630,"87,909.17",10711630,0,0,0.00,0,"104,494.62",157107786,"63,259.49",7433684,0,0,0.00,0,"90,602.59",189844,"68,775.59",5536879,0,0,-0.0008,0.069,127.05,226
544,2024-06-28,0,0,"7,552.14",90508,"86,862.12",9345191,0,0,0.00,0,"84,469.74",19933585,"105,603.13",6558785,0,0,0.00,0,"85,577.01",188200,"80,947.01",5875048,0,0,-0.0008,0.069,127.05,226
545,2024-06-29,0,0,"7,663.06",85225,"82,516.50",8525086,0,0,0.00,0,"52,496.84",0,"71,613.98",6809778,0,0,0.00,0,"88,112.81",195448,"76,670.11",6711914,0,0,-0.0008,0.069,127.05,216
546,2024-06-30,0,0,"7,186.65",42817,"78,957.53",9411410,0,0,0.00,0,"72,521.72",301716305,"52,963.16",6107716,0,0,0.00,0,"91,077.33",200021,"80,807.19",8541698,0,0,-0.0008,0.069,127.05,222
547,2024-07-01,0,0,"6,954.49",233097,"92,532.11",15330288,"188,373.11",0,"583,214.02",0,"36,484.48",0,"60,350.66",10597510,0,0,0.00,0,"92,333.20",214327,"61,686.94",13133424,0,0,0.0012,0.064,127.78,265
548,2024-07-02,0,0,"8,932.73",355967,"80,936.56",11417578,"188,373.10",0,"591,774.83",0,"56,812.08",0,"38,647.55",8819362,0,0,0.00,0,"82,288.02",180490,"59,591.50",9529537,0,0,0.0012,0.064,127.78,285
549,2024-07-03,0,0,"12,001.21",680800,"82,698.65",11336590,"188,373.09",0,"83,922.96",0,"58,300.48",0,"38,124.25",8262794,0,0,0.00,0,"83,750.84",180489,"58,083.41",7891690,0,0,0.0012,0.064,127.78,252
550,2024-07-04,0,0,"12,140.45",557987,"104,738.12",18665352,"188,373.09",0,"282,102.48",0,"36,484.48",0,"39,099.07",8685418,0,0,0.00,0,"80,840.44",183031,"63,433.21",7667547,0,0,0.0012,0.064,127.78,265
551,2024-07-05,0,0,"10,845.79",535806,"98,141.64",16256726,"188,373.10",0,"199,392.86",0,"57,113.68",545975386,"59,577.00",12042755,0,0,0.00,0,"67,095.35",158732,"49,292.14",5080700,0,0,0.0012,0.064,127.78,226
552,2024-07-06,0,0,"8,285.83",327875,"117,258.92",16164330,"188,373.10",0,0,0,"49,756",0,"60,345.67",11545593,0,0,0.00,0,"68,177.97",164516,"45,947.21",4691640,0,0,0.0012,0.064,127.78,293
553,2024-07-07,0,0,"8,003.31",276779,"115,962.38",18525718,"188,373.10",0,"450,182.98",0,"8,736",0,"60,182.97",11771173,0,0,0.00,0,"71,484.04",184546,"51,733.26",6393073,0,0,0.0012,0.064,127.78,238
554,2024-07-08,0,0,"31,677.56",2348460,"115,775.19",21689164,"188,373.11",0,"371,186.19",0,"28,670.80",0,"61,573.48",11994847,0,0,0.00,0,"72,075.73",175754,"51,073.72",6698125,0,0,0.0012,0.064,127.78,278
555,2024-07-09,0,0,"9,334.84",404815,"111,236.72",16104677,"188,373.11",0,"93,815.08",0,"23,924.40",0,"61,223.29",12018965,0,0,0.00,0,"70,503.68",166466,"49,892.87",6518319,0,0,0.0012,0.064,127.78,256
556,2024-07-10,0,0,"9,520.12",356946,"112,576.29",19050641,"188,373.11",0,"190,939.90",0,"24,399.20",0,"60,972.10",12225267,0,0,0.00,0,"67,078.87",148261,"48,949.53",5828778,0,0,0.0012,0.064,127.78,240
557,2024-07-11,0,0,"8,961.24",238757,"113,039.62",19073886,"188,373.11",0,"517,419.08",0,"56,036.40",0,"59,694.95",11731477,0,0,0.00,0,"76,980.27",168090,"51,612.58",5196519,0,0,0.0012,0.064,127.78,268
558,2024-07-12,0,0,"8,849.19",305163,"110,657.11",17444165,"188,373.11",0,"205,316",0,"91,020",129960983,"59,837.96",11997972,0,0,0.00,0,"68,857.92",154360,"52,956.81",5389802,0,0,0.0012,0.064,127.78,270
559,2024-07-13,0,0,"9,135.68",238245,"102,793.25",16254649,"188,373.10",0,0,0,"8,736",0,"57,309.18",11237525,0,0,0.00,0,"71,300.98",174979,"53,541.91",5373703,0,0,0.0012,0.064,127.78,250
560,2024-07-14,0,0,"8,774.51",297382,"116,412.72",15598455,"188,373.10",0,"553,141.96",0,"49,756",0,"57,799.64",11805132,0,0,0.00,0,"76,647.24",179236,"56,267.36",5993982,0,0,0.0012,0.064,127.78,297
561,2024-07-15,0,0,"8,830.47",285820,"105,698.04",16465393,"7,555.38",0,"178,680.40",0,"78,222",0,"57,496.12",12083348,0,0,0.00,0,"78,307.76",186756,"53,267.96",6010850,0,0,0.0012,0.064,127.78,311
562,2024-07-16,0,0,"8,110.72",245008,"70,620.56",11556353,"7,555.38",0,"138,797.12",0,"80,596.88",0,"55,839.80",11930610,0,0,0.00,0,"62,362.29",155683,"50,290.43",6247057,0,0,0.0012,0.064,127.78,248
563,2024-07-17,0,0,"9,991.90",208737,"58,403.79",9970035,"7,555.38",0,"367,060.82",0,"77,758.24",0,"53,622.45",10680450,0,0,0.00,0,"62,260.01",152243,"53,427.34",7445983,0,0,0.0012,0.064,127.78,228
564,2024-07-18,0,0,"7,961.26",180038,"56,282.80",9604100,"7,555.38",0,"304,100.41",0,"77,283.44",0,"53,575.13",10516690,0,0,0.00,0,"61,906.97",146675,"45,040.91",6483529,0,0,0.0012,0.064,127.78,238
565,2024-07-19,0,0,"6,527.14",158624,"64,901.21",9807900,"7,555.38",0,"167,656.50",0,"62,578.64",683953929,"52,669.61",10475025,0,0,0.00,0,"61,951.33",144728,"49,894.28",7694912,0,0,0.0012,0.064,127.78,201
566,2024-07-20,0,0,"7,489.65",172975,"66,903.64",8517475,"7,555.38",0,0.00,0,"9,994.50",0,"52,252.50",10533897,0,0,0.00,0,"61,818.90",145626,"60,420.72",8192415,0,0,0.0012,0.064,127.78,270
567,2024-07-21,0,0,"7,333.35",169556,"76,138.70",11052201,"7,555.38",0,"229,988.01",0,"9,230.40",0,"52,069.25",10600974,0,0,0.00,0,"62,499.74",151737,"61,530.67",8950236,0,0,0.0012,0.064,127.78,234
568,2024-07-22,0,0,"42,759.82",3386334,"75,152.82",14169972,"7,555.38",0,"243,063.81",0,"58,781.60",0,"51,689.90",10602834,0,0,0.00,0,"69,371.01",166614,"61,444.43",22919258,0,0,0.0012,0.064,127.78,269
569,2024-07-23,0,0,"6,948.28",183599,"71,201.02",10772024,"7,555.38",0,"202,387.12",0,"48,186.40",0,"48,448.58",9692715,0,0,0.00,0,"63,721.44",157513,"59,785.18",11957345,0,0,0.0012,0.064,127.78,261
570,2024-07-24,0,0,"7,180.08",181051,"65,588.62",6775156,"7,555.38",0,"147,253.45",0,"75,326",240581448,"48,173.03",9455417,0,0,0.00,0,"62,757.91",154724,"58,892.22",9206019,0,0,0.0012,0.064,127.78,303
571,2024-07-25,0,0,"12,494.98",244269,"84,963.07",7384877,"7,555.38",0,"313,646.73",0,"59,080.80",119320156,"45,445.63",9426833,0,0,0.00,0,"62,577.35",146866,"202,848.17",19965633,0,0,0.0012,0.064,127.78,256
572,2024-07-26,0,0,"8,631.52",194536,"79,847.43",6269546,"7,555.38",0,"136,917.10",0,"26,370.40",86567787,"42,684.90",8731515,0,0,0.00,0,"66,438.90",148558,"60,865.63",8299319,0,0,0.0012,0.064,127.78,323
573,2024-07-27,0,0,"9,295.07",201266,"79,806.17",3862764,"7,555.38",0,0.00,0,"19,825.60",0,"38,635.22",8258935,0,0,0.00,0,"63,895.94",145070,"61,594.97",8564605,0,0,0.0012,0.064,127.78,284
574,2024-07-28,0,0,"7,506.43",173264,"90,417.74",5067649,"7,555.38",0,"148,112.90",0,"9,106.80",0,"37,345.74",8399027,0,0,0.00,0,"65,271.01",144883,"66,530.20",9743665,0,0,0.0012,0.064,127.78,290
575,2024-07-29,0,0,913.57,69255,"98,716.17",5176362,"7,555.38",0,"75,552.24",0,"9,230.40",0,"35,622.23",7662849,0,0,0.00,0,"70,957.95",157911,"63,782.90",9915242,0,0,0.0012,0.064,127.78,332
576,2024-07-30,0,0,"1,782.31",80667,"101,235.47",5030068,"7,555.38",0,"320,715.11",0,"8,736",0,"39,283.02",7597899,0,0,0.00,0,"68,432.81",142094,"64,372.22",9459566,0,0,0.0012,0.064,127.78,336
577,2024-07-31,0,0,717.48,65225,"97,299.46",3529719,"7,555.38",0,"268,396.41",23201147,"8,736",1143768379,"34,974.00",6109402,0,0,0.00,0,"65,221.32",138068,"62,596.68",8646432,0,0,0.0012,0.064,127.78,274
578,2024-08-01,0,0,"9,678.47",520540,"56,315.34",1748058,0,0,0.00,0,"116,856.94",0,"36,168.12",8829835,0,0,0.00,0,"37,779.36",82717,"32,673.89",3306865,0,0,0.0023,0.064,127.27,232
579,2024-08-02,0,0,"8,258.51",462345,"63,766.03",1935461,0,0,0,0,"8,736",0,"38,875.49",8184300,0,0,0.00,0,"36,432.93",96693,"26,821.61",2973407,0,0,0.0023,0.064,127.27,270
580,2024-08-03,0,0,"10,472.98",489683,"60,914.74",2313108,0,0,0,0,"8,736",0,"48,631.20",8605920,0,0,0.00,0,"38,457.94",98772,"27,505.55",2918176,0,0,0.0023,0.064,127.27,190
581,2024-08-04,0,0,"7,409.53",404255,"57,295.12",2083086,0,0,0.00,0,"367,372.03",0,"42,481.35",8299210,0,0,0.00,0,"36,681.61",99834,"29,798.50",3172774,0,0,0.0023,0.064,127.27,272
582,2024-08-05,0,0,"10,687.31",482307,"61,013.79",2115954,0,0,0.00,0,"123,338.69",0,"42,401.12",8258136,0,0,0.00,0,"36,264.01",99195,"28,793.75",3216395,0,0,0.0023,0.064,127.27,229
583,2024-08-06,0,0,"9,308.39",444141,"61,577.68",2011660,0,0,0,0,"8,736",0,"40,968.14",8757314,0,0,0.00,0,"37,163.50",94708,"28,561.21",2989055,0,0,0.0023,0.064,127.27,244
584,2024-08-07,0,0,"13,963.91",485050,"58,898.10",1727892,0,0,0,0,"8,736",0,"51,473.61",9157919,0,0,0.00,0,"38,005.82",89628,"28,021.85",2879134,0,0,0.0023,0.064,127.27,215
585,2024-08-08,0,0,"11,957.65",494533,"55,423.97",1450786,0,0,0,0,"8,736",0,"41,097.52",7681989,0,0,0.00,0,"38,338.17",93219,"27,803.74",3007824,0,0,0.0023,0.064,127.27,180
586,2024-08-09,0,0,"10,061.42",398976,"51,150.38",1793420,0,0,0,0,"8,736",627148880,"45,348.20",8108665,0,0,0.00,0,"34,312.35",91159,"27,481.21",2895786,0,0,0.0023,0.064,127.27,163
587,2024-08-10,0,0,"9,064.53",374527,"52,343.40",2377813,0,0,0,0,0.00,0,"54,445.80",8131505,0,0,0.00,0,"36,818.59",91332,"30,015.05",3238219,0,0,0.0023,0.064,127.27,173
588,2024-08-11,0,0,"9,768.10",364129,"51,015.77",1957375,0,0,0,0,0.00,0,"48,020.90",8018199,0,0,0.00,0,"37,678.18",92472,"32,622.40",3647417,0,0,0.0023,0.064,127.27,156
589,2024-08-12,0,0,"9,247.34",373917,"46,195.48",1649941,0,0,0,0,0.00,0,"42,244.48",8961212,0,0,0.00,0,"36,948.98",95610,"33,246.67",3705252,0,0,0.0023,0.064,127.27,171
590,2024-08-13,0,0,"9,198.21",375091,"46,796.85",1614664,0,0,0,0,0.00,0,"47,765.06",12116539,0,0,0.00,0,"36,655.77",94859,"33,222.67",3566824,0,0,0.0023,0.064,127.27,234
591,2024-08-14,0,0,"9,609.24",405111,"47,020.17",1729511,0,0,0,0,0.00,0,"42,949.19",8803571,0,0,0.00,0,"36,085.28",91629,"32,905.03",3449298,0,0,0.0023,0.064,127.27,180
592,2024-08-15,0,0,"7,606.71",374990,"52,158.00",1565441,0,0,0,0,0.00,0,"37,989.52",7813011,0,0,0.00,0,"35,878.42",94454,"37,104.45",3831573,0,0,0.0023,0.064,127.27,188
593,2024-08-16,0,0,"1,293.40",29910,"50,760.99",1477062,0,0,0,0,0.00,0,"38,254.41",7607755,0,0,0.00,0,"34,748.87",91825,"37,573.49",3982588,0,0,0.0023,0.064,127.27,225
594,2024-08-17,0,0,"1,167.96",26347,"55,161.71",1499778,0,0,0,0,0.00,0,"48,966.43",8245414,0,0,0.00,0,"36,625.07",95649,"36,865.65",4079260,0,0,0.0023,0.064,127.27,209
595,2024-08-18,0,0,"1,847.20",33076,"59,143.21",1754407,0,0,0,0,0.00,0,"48,491.18",8413626,0,0,0.00,0,"36,128.39",106083,"39,996.84",4600814,0,0,0.0023,0.064,127.27,236
596,2024-08-19,0,0,"2,015.36",90997,"72,452.24",2198776,0,0,0,0,0.00,0,"40,102.13",8363609,0,0,0.00,0,"36,360.81",90123,"40,417.93",4632010,0,0,0.0023,0.064,127.27,251
597,2024-08-20,0,0,"1,437.93",40117,"63,147.42",1854998,0.00,0,"56,568.96",78679927,0.00,0,"36,620.91",6832307,0,0,0.00,0,"35,251.03",90126,"40,269.96",4641257,0,0,0.0023,0.064,127.27,230
598,2024-08-21,0,0,"1,648.18",76036,"53,285.04",1572854,0,0,0,0,0.00,0,"31,896.49",6141207,0,0,0.00,0,"45,166.97",113924,"39,669.89",4431350,0,0,0.0023,0.064,127.27,214
599,2024-08-22,0,0,"1,885.26",97262,"54,937.40",1424817,0,0,0,0,0.00,0,"32,082.04",7423747,0,0,0.00,0,"48,125.97",130841,"37,557.84",3999598,0,0,0.0023,0.064,127.27,210
600,2024-08-23,0,0,"2,261.72",136289,"64,173.18",2192894,0,0,0,0,0.00,0,"57,241.16",10456755,0,0,0.00,0,"47,796.63",129659,"38,459.10",4135705,666.192,115072,0.0023,0.064,127.27,225
601,2024-08-24,0,0,"1,856.30",85382,"99,594.97",3520562,0,0,0,0,0.00,0,"53,581.88",9264410,0,0,0.00,0,"48,768.29",129686,"37,712.75",4183151,"7,727.60",1302856,0.0023,0.064,127.27,208
602,2024-08-25,0,0,"2,014.56",68338,"87,347.85",2916483,0,0,0,0,0.00,0,"49,442.22",8443052,0,0,0.00,0,"50,301.53",128845,"40,450.13",4670703,"7,681.58",1251412,0.0023,0.064,127.27,207
603,2024-08-26,0,0,"6,358.90",438220,"74,461.01",2485786,0,0,0,0,0.00,0,"48,828.84",9648277,0,0,0.00,0,"56,412.27",137203,"42,349.73",17965100,"7,709.66",1161374,0.0023,0.064,127.27,218
604,2024-08-27,0,0,"1,489.41",56101,"77,809.43",2176416,0,0,0,0,0.00,0,"64,583.29",10838065,0,0,0.00,0,"59,320.02",140799,"45,630.07",7553856,"7,706.93",1127964,0.0023,0.064,127.27,179
605,2024-08-28,0,0,912.18,24017,"94,342.20",2636808,0,0,0,0,0.00,0,"52,059.65",8233181,0,0,0.00,0,"57,884.15",143774,"47,738.23",5613535,"7,725.28",1111457,0.0023,0.064,127.27,248
606,2024-08-29,0,0,"1,427.28",29741,"130,920.72",3585184,0,0,0,0,0.00,0,"73,044.55",6984732,0,0,0.00,0,"60,980.34",148681,"72,136.90",9769020,"7,758.23",1098167,0.0023,0.064,127.27,254
607,2024-08-30,0,0,"1,344.38",30711,"142,172.04",4869066,0,0,0,0,0.00,0,"48,533.10",6314238,0,0,0.00,0,"72,528.98",164055,"72,852.33",9399376,"7,756.61",1209114,0.0023,0.064,127.27,228
608,2024-08-31,0,0,859.08,16606,"138,142.41",5872720,0,0,0,0,0.00,0,"30,885.35",5099327,0,0,0.00,0,"68,849.64",155954,"65,091.04",8062011,"7,766.46",1301820,0.0023,0.064,127.27,208
609,2024-09-01,0,0,113.25,10112,"125,513.00",5212723,0,0,0.00,0,"27,075.21",0,"34,052.62",5944940,0,0,0.00,0,"71,929.94",172959,"50,988.57",7043347,"1,080.83",217485,0.0026,0.064,123.23,184
610,2024-09-02,0,0,128.90,11509,"72,101.97",2608453,0,0,0.00,0,"28,196.64",0,"44,628.91",7930561,0,0,0.00,0,"49,437.28",120733,"36,068.69",4984227,"6,803.28",1280522,0.0026,0.064,123.23,189
611,2024-09-03,0,0,115.12,10279,"58,557.16",1663793,0,0,0.00,0,"89,387.87",0,"44,388.66",7893967,0,0,0.00,0,"44,821.37",99043,"32,461.65",4329165,"6,790.52",1257198,0.0026,0.064,123.23,190
612,2024-09-04,0,0,189.53,16922,"59,674.99",1724646,0,0,0.00,0,"30,586.42",0,"43,556.88",7722301,0,0,0.00,0,"47,858.50",103080,"32,261.64",3911523,"6,820.07",1212147,0.0026,0.064,123.23,167
613,2024-09-05,0,0,929.44,82986,"70,865.23",2130493,0,0,0.00,0,"60,950.90",0,"50,460.37",8693080,0,0,0.00,0,"44,153.27",108464,"36,483.58",4377767,"6,812.49",1172383,0.0026,0.064,123.23,159
614,2024-09-06,0,0,"12,052.35",278494,"77,335.10",2772296,0.00,0,"636,803.38",0,0.00,0,"51,215.35",8551249,0,0,0.00,0,"45,084.64",101535,"46,259.00",5971628,"6,821.94",1189519,0.0026,0.064,123.23,169
615,2024-09-07,0,0,"10,950.77",246719,"68,100.67",4396781,0,0,0.00,0,"10,195.20",0,"66,690.99",10814682,0,0,0.00,0,"45,110.39",103071,"49,577.97",8409329,"23,376.21",3560381,0.0026,0.064,123.23,180
616,2024-09-08,0,0,"11,734.70",287641,"91,473.95",4965386,0,0,0.00,0,"7,893.55",0,"68,236.99",11891238,0,0,0.00,0,"45,122.48",102794,"55,047.34",9906023,"23,942.31",3578146,0.0026,0.064,123.23,177
617,2024-09-09,0,0,"11,143.66",233494,"108,646.07",4559591,0,0,0,0,"10,566",0,"62,983.41",12383870,0,0,0.00,0,"49,682.99",107543,"52,903.35",9067400,"23,935.63",3412593,0.0026,0.064,123.23,165
618,2024-09-10,0,0,"11,061.43",216117,"81,273.78",4670271,0,0,0.00,0,"2,919.60",0,"71,068.18",12480164,0,0,0.00,0,"47,686.50",96581,"50,337.14",7800154,"23,928.35",3416666,0.0026,0.064,123.23,168
619,2024-09-11,0,0,"11,054.28",207789,"67,330.23",4891076,0,0,0.00,0,"94,107.17",0,"67,298.95",11730073,0,0,0.00,0,"45,201.94",99297,"46,634.27",7014110,"17,103.86",2349709,0.0026,0.064,123.23,152
620,2024-09-12,0,0,"13,928.72",237372,"68,389.57",4785951,"51,749.68",0,0.00,0,"121,976.21",17218464,"74,483.62",10381536,0,0,0.00,0,"44,839.64",99947,"46,839.56",6822646,"17,102.17",2341817,0.0026,0.064,123.23,179
621,2024-09-13,0,0,"12,450.36",216973,"67,051.23",4997365,"51,749.68",0,0.00,0,"168,368.26",1505227346,"78,137.23",10868294,0,0,0.00,0,"42,168.39",100100,"46,582.20",6742534,"17,102.05",2348614,0.0026,0.064,123.23,183
622,2024-09-14,0,0,"11,480.57",203791,"69,377.26",5573331,"51,749.68",0,0.00,0,"59,238.48",0,"72,384.99",10902648,0,0,0.00,0,"45,037.03",107080,"46,389.18",7261848,"17,102.06",2425754,0.0026,0.064,123.23,149
623,2024-09-15,0,0,"11,851.08",224392,"70,103.90",5551339,"51,749.68",0,"415,570.32",0,"22,358.52",0,"66,744.34",10152544,0,0,0.00,0,"45,176.84",107840,"50,924.32",8250858,"17,057.22",2366517,0.0026,0.064,123.23,152
624,2024-09-16,0,0,"11,055.71",194317,"66,731.50",5248604,"51,749.68",0,0,0,"45,654",22631440,"63,181.49",10312965,0,0,0.00,0,"45,025.86",104895,"49,959.94",8039670,"17,045.93",2295917,0.0026,0.064,123.23,219
625,2024-09-17,0,0,"14,569.55",369447,"66,195.08",4951973,"163,883.95",0,"619,608.73",1285565949,"93,347.28",0,"80,351.47",11644889,0,0,0.00,0,"44,462.70",99058,"46,176.67",6848426,"14,226.31",1883496,0.0026,0.064,123.23,205
626,2024-09-18,0,0,"25,597.80",690367,"70,131.85",4705538,"163,883.95",0,"584,589.80",0,"188,257.97",0,"78,405.20",11319214,0,0,0.00,0,"42,907.56",101259,"256,488.51",23200386,"9,642.35",1330224,0.0026,0.064,123.23,208
627,2024-09-19,0,0,"73,979.61",3631609,"71,737.77",4904697,"163,883.95",0,"321,347.42",0,"155,728.53",1599869,"82,375.82",12785137,0,0,0.00,0,"45,474.74",110077,"77,433.75",8892672,"9,582.05",1391817,0.0026,0.064,123.23,181
628,2024-09-20,0,0,"45,012.94",1175130,"72,393.00",5016007,"163,883.95",0,"262,151.73",0,"103,263.52",0,"66,442.79",10773578,0,0,0.00,0,"42,931.33",106928,"82,088.37",9123296,"9,651.70",1389522,0.0026,0.064,123.23,180
629,2024-09-21,0,0,"44,036.78",1142310,"70,277.82",5475834,"163,883.95",0,0.00,0,"172,123.20",0,"83,683.56",11867289,0,0,0.00,0,"43,684.28",107518,"53,175.28",6742989,"9,650.80",1437578,0.0026,0.064,123.23,186
630,2024-09-22,0,0,"44,868.20",1369738,"68,262.10",5581554,"163,883.95",0,"194,987.76",0,"19,885.63",0,"113,190.50",12650750,0,0,0.00,0,"48,502.07",115210,"55,759.14",7788955,"9,595.42",1389256,0.0026,0.064,123.23,176
631,2024-09-23,0,0,"74,905.50",2200368,"73,868.08",5000799,"163,883.95",0,"192,916.98",0,"252,005.41",0,"122,516.34",11926811,0,0,0.00,0,"45,043.20",109233,"161,924.17",20545084,"9,661.39",1352976,0.0026,0.064,123.23,213
632,2024-09-24,0,0,"48,003.83",1378770,"69,838.51",5452763,"163,883.95",0,"298,546.44",695983252,"105,214.66",0,"111,929.77",12706728,0,0,0.00,0,"44,934.38",105776,"76,688.04",11088015,"9,661.40",1318195,0.0026,0.064,123.23,199
633,2024-09-25,0,0,"39,675.49",1043026,"62,446.36",5302605,"163,883.95",0,"326,258.08",0,"117,743.14",628126533,"88,885.87",10967922,0,0,0.00,0,"44,691.78",108779,"60,574.96",8201979,"9,604.84",1334825,0.0026,0.064,123.23,187
634,2024-09-26,0,0,"36,678.11",989616,"67,596.43",5512581,"163,883.95",0,"262,913.43",0,"141,590.43",142498,"90,887.40",8943926,0,0,0.00,0,"43,056.73",109738,"59,763.49",7933827,"9,635.75",1315858,0.0026,0.064,123.23,183
635,2024-09-27,0,0,"35,616.23",1036482,"68,186.15",5320920,"163,883.95",0,"399,463.17",0,"122,917.92",0,"144,188.70",9760204,0,0,0.00,0,"43,332.21",114659,"60,453.49",7815600,"9,683.85",1368332,0.0026,0.064,123.23,194
636,2024-09-28,0,0,"33,140.29",942981,"60,557.65",5232473,"163,883.95",0,0.00,0,"8,983.22",0,"122,626.78",9541326,0,0,0.00,0,"41,766.23",110019,"58,931.66",7723526,"9,685.04",1415097,0.0026,0.064,123.23,165
637,2024-09-29,0,0,"29,345.98",708029,"64,128.41",5578132,"163,883.96",0,"160,359.59",0,"8,859.60",0,"109,813.01",9503710,0,0,0.00,0,"41,123.78",116558,"65,262.31",9102378,"9,686.63",1395733,0.0026,0.064,123.23,142
638,2024-09-30,0,0,"14,696.45",281533,"64,504.21",5335544,"163,883.96",0,"123,672.77",38953054827,"95,299.59",408792325,"100,603.98",8727092,0,0,0.00,0,"43,564.07",112374,"62,693.48",8472173,"9,665.27",1384102,0.0026,0.064,123.23,198
639,2024-10-01,0,0,"18,514.64",404897,"64,220.29",6177802,"47,887.07",0,"253,314.68",0,"56,964.50",0,"88,003.62",11993633,0,0,0.00,0,"48,160.74",125954,"58,930.78",8682008,"12,449.77",1789879,0.0024,0.062,120.97,212
640,2024-10-02,0,0,"20,039.49",491578,"62,378.96",6342529,"47,887.07",0,"88,763.14",0,"47,366.80",0,"114,075.46",14032258,0,0,0.00,0,"49,195.39",139642,"158,817.13",20689582,"12,903.50",2102689,0.0024,0.062,120.97,187
641,2024-10-03,0,0,"19,505.64",509440,"59,436.24",5896185,"47,887.07",0,"153,230.52",0,"65,805.20",0,"119,622.38",12608421,0,0,0.00,0,"51,843.30",142612,"71,459.67",10470126,"12,896.14",2009158,0.0024,0.062,120.97,161
642,2024-10-04,0,0,"19,732.71",479285,"55,428.87",5394761,"47,887.07",0,"26,735.10",0,"77,671.60",0,"111,638.59",12475222,0,0,0.00,0,"47,769.57",138283,"55,994.90",8488810,"12,901.90",2056627,0.0024,0.062,120.97,133
643,2024-10-05,0,0,"19,361.22",468831,"55,806.35",5821842,"47,887.07",0,0.00,0,"8,983.20",0,"133,796.42",13924702,0,0,0.00,0,"51,061.64",145067,"53,332.41",7791759,"12,911.99",2133683,0.0024,0.062,120.97,153
644,2024-10-06,0,0,"19,067.43",426804,"65,307.37",7099118,"47,887.07",0,0,0,247.20,0,"132,924.37",37129145,0,0,0.00,0,"48,633.28",145194,"57,881.97",9066576,"12,838.90",2113525,0.0024,0.062,120.97,156
645,2024-10-07,0,0,"19,685.13",486717,"58,875.08",5660798,"47,887.06",0,0.00,0,"63,975.20",0,"102,187.33",13405767,0,0,0.00,0,"48,787.50",143261,"54,293.44",8847492,"12,838.28",1986586,0.0024,0.062,120.97,234
646,2024-10-08,0,0,"18,920.47",448725,"60,153.42",6033819,"12,367.74",0,0.00,0,"67,657.60",0,"104,597.49",12758873,0,0,0.00,0,"51,818.64",144649,"57,389.82",8458581,"12,781.24",1912268,0.0024,0.062,120.97,256
647,2024-10-09,0,0,"18,816.13",443842,"60,445.88",5750580,"12,367.74",0,0,0,"51,770",7806039,"106,496.35",12573540,0,0,0.00,0,"50,273.55",136476,"58,035.35",8133177,"12,854.09",1962173,0.0024,0.062,120.97,268
648,2024-10-10,0,0,"19,220.82",444962,"57,792.27",5309118,"12,367.74",0,0.00,0,"25,195.20",0,"124,977.28",13541027,0,0,0.00,0,"49,581.35",139410,"56,317.66",7624771,"8,335.42",1271519,0.0024,0.062,120.97,282
649,2024-10-11,0,0,"18,608.10",461480,"59,551.44",5736552,"12,367.74",0,0.00,0,"17,700.80",0,"110,910.01",13392884,0,0,0.00,0,"50,025.28",147360,"54,928.10",7763575,"8,389.88",1284732,0.0024,0.062,120.97,243
650,2024-10-12,0,0,"18,168.70",419422,"57,112.78",6416546,"12,367.74",0,0.00,0,"11,032.40",0,"108,263.60",12735087,0,0,0.00,0,"53,765.55",164626,"57,768.41",8278995,"8,390.19",1345695,0.0024,0.062,120.97,232
651,2024-10-13,0,0,"18,113.87",408518,"61,817.92",6336197,"12,367.74",0,0.00,0,"8,983.20",0,"105,441.56",12835670,0,0,0.00,0,"55,926.77",173291,"63,112.76",9824688,"8,380.66",1369471,0.0024,0.062,120.97,227
